GameName,EnglishName,SupportPlatforms,Developer,Publisher,pc,ChineseVersion1,ps4,ChineseVersion2,ps5,ChineseVersion3,xbox one,ChineseVersion4,xbox serious,ChineseVersion5,switch,ChineseVersion6,3ds,ChineseVersion7,psv,ChineseVersion8
无主之地：帅杰克合集,Borderlands: The Handsome Collection,"ns, ps4, ",Gearbox Software,2K,,,最早发售 2015-03-24,false,,,,,,,,,,,,
无主之地传说,Tales from the Borderlands,"ps4, xb1, pc, ps3, x360, ",Telltale Games,Telltale Games,2014-11-25,false,2014-11-25,false,,,,,,,,,,,,
无主之地 前传,Borderlands: The Pre-Sequel,"ns, ps3, ",2K,2K,,,,,,,,,,,,,,,,
无主之地2,Borderlands 2,"ns, ps4, xb1, pc, psv, ps3, ",Gearbox Software,2K,最早发售 2012-09-18,false,最早发售 2012-09-18,false,,,,,,,,,,,最早发售 2012-09-18,false
无主之地,Borderlands,"ns, ps4, xb1, pc, ps3, ",Gearbox Software,2K,最早发售 2009-10-26,false,最早发售 2019-04-03,false,,,,,,,,,,,,
无主之地3,Borderlands 3,"xsx|s, ps5, stadia, ps4, xb1, ",Gearbox,2K,,,最早发售 2019-09-13,true,最早发售 2020-11-12,true,,,,,,,,,,
