GameName,EnglishName,SupportPlatforms,Developer,Publisher,pc,ChineseVersion1,ps4,ChineseVersion2,ps5,ChineseVersion3,xbox one,ChineseVersion4,xbox serious,ChineseVersion5,switch,ChineseVersion6,3ds,ChineseVersion7,psv,ChineseVersion8
FIFA 18,,"ns, ps4, xb1, pc, ps3, ",EA,EA,最早发售 2017-09-29,true,最早发售 2017-09-29,true,,,,,,,,,,,,
FIFA 17,,"ps4, xb1, pc, ps3, x360, ",EA,EA,2016-09-27,false,2016-09-27,false,,,,,,,,,,,,
FIFA 14,,"ps4, xb1, pc, psv, 3ds, ps3, x360, wii, psp, ",EA,EA,最早发售 2013-09-24,false,最早发售 2013-11-15,false,,,,,,,,,最早发售 2013-09-24,false,最早发售 2013-09-24,false
FIFA 15,,"ps4, xb1, pc, psv, 3ds, ps3, x360, ",EA,EA,最早发售 2014-09-23,true,最早发售 2014-09-23,true,,,,,,,,,最早发售 2014-09-23,false,最早发售 2014-09-23,false
FIFA 20,,"ns, ps4, xb1, ",EA,EA,,,最早发售 2019-09-27(美版),true,,,,,,,,,,,,
FIFA 22,,"xsx|s, ps5, stadia, ns, ps4, xb1, ",EA,EA,,,最早发售 2021-10-01,true,最早发售 2021-10-01,true,,,,,,,,,,
FIFA 21,,"xsx|s, ps5, stadia, ns, ps4, xb1, ",EA,EA,,,最早发售 2020-10-09,true,最早发售 2020-12-04,true,,,,,,,,,,
板球19,Cricket 19,"ns, ps4, xb1, ",Big Ant Studios,Big Ant Studios,,,最早发售 2019-05-28,false,,,,,,,,,,,,
R.B.I.棒球19,R.B.I. Baseball 19,"ns, ps4, xb1, ios, ",MLB Advanced Media,MLB Advanced Media,,,最早发售 2019-03-05,false,,,,,,,,,,,,
斯诺克19,Snooker 19,"ns, ps4, xb1, ",Lab42 Games,Ripstone,,,最早发售 2019-04-17,false,,,,,,,,,,,,
FIFA世界杯2010,2010 FIFA World Cup South Africa,"ps3, x360, wii, ",EA,EA,,,,,,,,,,,,,,,,
FIFA世界杯2006,FIFA World Cup: Germany 2006,"pc, x360, psp, nds, ps2, xbox, ngc, ",EA,EA,最早发售 2006-04-24,false,,,,,,,,,,,,,,
FIFA世界杯2014,2014 FIFA World Cup Brazil,"ps3, x360, ",EA,EA,,,,,,,,,,,,,,,,
美国职业棒球大联盟 19,MLB The Show 19,"ps4, ",Sony Interactive Entertainment,Sony Interactive Entertainment,,,最早发售 2019-03-26,false,,,,,,,,,,,,
美国职业摔角2K19,WWE 2K19,"ps4, xb1, ",Yuke's,2K,,,最早发售 2018-10-09,false,,,,,,,,,,,,
最末行程：胜利路19号,Last Journey: 19 Shengli Road,"pc, ",quan_home,quan_home,最早发售 2021-08-23,true,,,,,,,,,,,,,,
NBA 2K19,,"ns, ps4, xb1, ",Visual Concepts,2K,,,最早发售 2018-09-11,true,,,,,,,,,,,,
NBA Live 19,,"ps4, xb1, ",EA,EA,,,2018-09-07,false,,,,,,,,,,,,
NHL 19,,"ps4, ",EA Vancouver,EA,,,最早发售 2018-09-14,false,,,,,,,,,,,,
FIFA 19,,"ns, ps4, xb1, ",EA,EA,,,最早发售 2018-09-28,true,,,,,,,,,,,,
FIFA 16,FIFA 16,"ps4, xb1, pc, ps3, x360, ",EA,EA,2015-09-22,false,2015-09-22,false,,,,,,,,,,,,
FIFA 街头足球,FIFA Street,"ps3, ",EA,EA,,,,,,,,,,,,,,,,
FIFA 08,FIFA Soccer 08,"pc, ps3, x360, wii, psp, nds, ",EA,EA,最早发售 2007-10-09,false,,,,,,,,,,,,,,
FIFA 06,FIFA Soccer 06,"pc, psp, nds, ps2, xbox, ",EA,EA,最早发售 2005-10-04,false,,,,,,,,,,,,,,
FIFA 11,FIFA Soccer 11,"pc, ps3, x360, wii, psp, nds, ",EA,EA,最早发售 2010-09-30,false,,,,,,,,,,,,,,
FIFA 09,FIFA Soccer 09,"pc, ps3, x360, wii, psp, nds, ",EA,EA,最早发售 2008-10-14,false,,,,,,,,,,,,,,
FIFA 10,FIFA Soccer 10,"pc, ps3, x360, wii, psp, nds, ",EA,EA,最早发售 2009-10-20,false,,,,,,,,,,,,,,
FIFA 13,FIFA Soccer 13,"pc, wiiu, psv, 3ds, ps3, x360, wii, psp, ",EA,EA,最早发售 2012-09-25,false,,,,,,,,,,,最早发售 2012-09-25,false,最早发售 2012-09-25,false
FIFA 12,FIFA Soccer 12,"pc, 3ds, ps3, x360, wii, psp, ",EA,EA,最早发售 2011-09-29,false,,,,,,,,,,,最早发售 2011-09-27,false,,
虚拟农场19,Farming Simulator 19,"stadia, ps4, xb1, ",GIANTS Software,Focus Home Interactive,,,最早发售 2018-11-20,false,,,,,,,,,,,,
麦登橄榄球19,Madden NFL 19,"ps4, xb1, pc, ",EA,EA,2018-08-10,false,2018-08-10,false,,,,,,,,,,,,
